Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,30.000808582830484,2013-08-01 16:52:35,30.000809149235604,1,1,0.0,3.312743663787842,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2,60.0003785729984,2013-08-01 16:53:05,60.00037923463978,1,1,0.0,3.312743663787842,0.0,0.0,0.0,0.0,3.217717312509194e-05,0.0,0,0,0
3,90.01650490432506,2013-08-01 16:53:35,30.01562808659945,2,1,2.599924325942993,3.527629852294922,0.021677491596077,0.0,0.075604741329892,0.0,0.0016092945588752627,0.0,0,0,0
4,120.03178500765831,2013-08-01 16:54:05,60.030908174895416,2,1,2.5997440814971924,3.5669798851013184,0.043354126101378,0.0,0.15250580441149,0.0,0.0013278455007821321,0.0,0,0,0
5,150.04705810862032,2013-08-01 16:54:36,90.04618128086985,2,1,2.5997440814971924,3.6183130741119385,0.065030477271395,0.0,0.230330396669406,0.0,0.0021632257848978043,0.0,0,0,0
6,180.0624164009224,2013-08-01 16:55:06,120.06153957818434,2,1,2.599924325942993,3.7138540744781494,0.08670672090819,0.0,0.3096899581234,0.0,0.0040231989696621895,0.0,0,0,0
7,210.0776175985087,2013-08-01 16:55:36,150.07674076574577,2,1,2.5997440814971924,3.863318920135498,0.108382901792738,0.0,0.391734013599734,0.0,0.005553330760449171,0.0,0,0,0
8,240.09277915274905,2013-08-01 16:56:06,180.09190245030942,2,1,2.5997440814971924,4.067841529846191,0.130059135700786,0.0,0.47754178413648,0.0,0.008078988641500473,0.0,0,0,0
9,243.8273733491208,2013-08-01 16:56:09,183.82649652638275,2,1,2.600104808807373,4.100066661834717,0.132756145138235,0.0,0.48855552762122,0.0,0.008588224649429321,0.0,0,0,0
10,273.84302998401637,2013-08-01 16:56:39,30.015286784908717,3,1,1.198900580406189,4.099742412567139,0.147152484126257,0.0,0.547576374305546,0.0,3.212909723515622e-05,0.0,0,0,0
11,303.85813072238653,2013-08-01 16:57:09,60.030387418017774,3,1,0.6927649974822998,4.099580764770508,0.154759228642333,0.0,0.578761835376712,0.0,-3.2230444048764184e-05,0.0,0,0,0
12,333.8736478687689,2013-08-01 16:57:39,90.04590454936283,3,1,0.45114701986312866,4.099742412567139,0.159419120589874,0.0,0.597865781705537,0.0,3.2128995371749625e-05,0.0,0,0,0
13,363.888399425901,2013-08-01 16:58:09,120.06065610148252,3,1,0.31807681918144226,4.099580764770508,0.162574584067297,0.0,0.610802086231809,0.0,0.0,0.0,0,0,0
14,393.90421778452145,2013-08-01 16:58:39,150.07647447514026,3,1,0.23639550805091858,4.099580764770508,0.164861265000276,0.0,0.620176672280126,0.0,-3.212933006579988e-05,0.0,0,0,0
15,423.9188887116291,2013-08-01 16:59:09,180.0911453872106,3,1,0.18266254663467407,4.099742412567139,0.166592631360701,0.0,0.627274674978625,0.0,3.2329076930182055e-05,0.0,0,0,0
16,453.918949113395,2013-08-01 16:59:39,210.09120580902623,3,1,0.14533798396587372,4.099742412567139,0.167950602878965,0.0,0.632841883570387,0.0,0.0,0.0,0,0,0
17,483.9344420296681,2013-08-01 17:00:09,240.1066987252993,3,1,0.11829119175672531,4.099580764770508,0.169043869520354,0.0,0.637323899771955,0.0,0.0,0.0,0,0,0
18,513.9491277635078,2013-08-01 17:00:39,270.1213844390893,3,1,0.09827656298875809,4.099580764770508,0.169943086223876,0.0,0.641010425281337,0.0,0.0,0.0,0,0,0
19,543.9650510223615,2013-08-01 17:01:10,300.13730771298026,3,1,0.08331067115068436,4.099742412567139,0.170697525883957,0.0,0.644103403397932,0.0,0.0,0.0,0,0,0
20,551.058672896241,2013-08-01 17:01:17,307.2309295868597,3,1,0.07988474518060684,4.099742412567139,0.1708583215034,0.0,0.644762617456446,0.0,3.212971205357462e-05,0.0,0,0,0
21,581.07487474788,2013-08-01 17:01:47,30.015783201403483,4,1,0.0,4.015536785125732,0.1708583215034,0.0,0.644762617456446,0.0,-0.0022852567490190268,0.0,0,0,0
22,611.0901549915615,2013-08-01 17:02:17,60.031063480171966,4,1,0.0,3.9548118114471436,0.1708583215034,0.0,0.644762617456446,0.0,-0.0018136496655642986,0.0,0,0,0
23,641.1053419287712,2013-08-01 17:02:47,90.04625037226967,4,1,0.0,3.90623140335083,0.1708583215034,0.0,0.644762617456446,0.0,-0.001485235639847815,0.0,0,0,0
24,671.0738683169263,2013-08-01 17:03:17,120.01477678548709,4,1,0.0,3.8657479286193848,0.1708583215034,0.0,0.644762617456446,0.0,-0.0012630787678062916,0.0,0,0,0
25,671.0898681851556,2013-08-01 17:03:17,0.015576827514411,5,1,-0.00017375434981659055,3.865586042404175,0.1708583215034,1.141959e-09,0.644762617456446,4.414341e-09,0.0,0.02680826000869274,0,0,0
26,701.1058866814457,2013-08-01 17:03:47,30.015680982822772,6,1,0.0,3.830770254135132,0.1708583215034,1.141959e-09,0.644762617456446,4.414341e-09,-0.0010944034438580275,0.02680826000869274,0,0,0
27,731.10557590741,2013-08-01 17:04:17,60.01537008347631,6,1,0.0,3.8011364936828613,0.1708583215034,1.141959e-09,0.644762617456446,4.414341e-09,-0.0009067938080988824,0.02680826000869274,0,0,0
28,761.1212238332208,2013-08-01 17:04:47,30.015208325268453,7,1,-2.599730968475342,3.214611530303955,0.1708583215034,0.021675377242968,0.644762617456446,0.071071863139828,-0.0013476910535246134,0.02680826000869274,0,0,0
29,791.1364393362957,2013-08-01 17:05:17,60.03042383836826,7,1,-2.599730968475342,3.196798801422119,0.1708583215034,0.043350864588067,0.644762617456446,0.1405160171048,-0.0003228702989872545,0.02680826000869274,0,0,0
30,821.1518224100748,2013-08-01 17:05:47,90.045806907135,7,1,-2.599730968475342,3.190321445465088,0.1708583215034,0.065026522290257,0.644762617456446,0.20973209797217,-0.00016193358169402927,0.02680826000869274,0,0,0
31,851.1671298512268,2013-08-01 17:06:17,120.06111433826224,7,1,-2.599730968475342,3.1864352226257324,0.1708583215034,0.086702159074688,0.644762617456446,0.278840852741797,-0.00012910387886222452,0.02680826000869274,0,0,0
32,881.1823876893254,2013-08-01 17:06:47,150.07637218638544,7,1,-2.599730968475342,3.1833584308624268,0.1708583215034,0.108377774053717,0.644762617456446,0.347873374265928,-6.455105904024094e-05,0.02680826000869274,0,0,0
33,911.1970874830444,2013-08-01 17:07:17,180.0910719650672,7,1,-2.5999112129211426,3.180281639099121,0.1708583215034,0.130042127189531,0.644762617456446,0.416804762236202,-0.0001287538034375757,0.02680826000869274,0,0,0
34,941.2131209202249,2013-08-01 17:07:47,210.1071055325712,7,1,-2.599730968475342,3.1776907444000244,0.1708583215034,0.151729141489438,0.644762617456446,0.48574854788608,-9.712963219499215e-05,0.02680826000869274,0,0,0
35,971.2282666752712,2013-08-01 17:08:17,240.12225124751788,7,1,-2.5999112129211426,3.1750998497009277,0.1708583215034,0.173404746173461,0.644762617456446,0.554598577507963,-9.683044481789693e-05,0.02680826000869274,0,0,0
36,1001.243541585722,2013-08-01 17:08:47,270.13752608779475,7,1,-2.599730968475342,3.172508716583252,0.1708583215034,0.195080470329419,0.644762617456446,0.62339444654136,-6.440039578592405e-05,0.02680826000869274,0,0,0
37,1031.2588261601472,2013-08-01 17:09:17,300.1528106521949,7,1,-2.5999112129211426,3.1702418327331543,0.1708583215034,0.216756160731979,0.644762617456446,0.692137626714505,-9.653023153077811e-05,0.02680826000869274,0,0,0
38,1061.2740900833414,2013-08-01 17:09:47,330.16807465558793,7,1,-2.599730968475342,3.1679747104644775,0.1708583215034,0.238431847674847,0.644762617456446,0.760831191396016,-9.653117740526795e-05,0.02680826000869274,0,0,0
39,1091.2888304176322,2013-08-01 17:10:17,360.1828148996549,7,1,-2.599730968475342,3.1658694744110107,0.1708583215034,0.260096341090133,0.644762617456446,0.829441551861561,-6.440015567932278e-05,0.02680826000869274,0,0,0
40,1121.289093371884,2013-08-01 17:10:47,390.18307787896896,7,1,-2.5999112129211426,3.163926362991333,0.1708583215034,0.281772059977014,0.644762617456446,0.898042392911782,-3.217628545826301e-05,0.02680826000869274,0,0,0
41,1151.304338082416,2013-08-01 17:11:17,420.198322579476,7,1,-2.599730968475342,3.1621451377868652,0.1708583215034,0.30344775331987,0.644762617456446,0.96660057227833,0.0,0.02680826000869274,0,0,0
42,1181.3196394033853,2013-08-01 17:11:47,450.2136238904205,7,1,-2.599730968475342,3.1602017879486084,0.1708583215034,0.32512349488168,0.644762617456446,1.035118660829818,-6.440172728616744e-05,0.02680826000869274,0,0,0
43,1211.3343490315012,2013-08-01 17:12:17,480.2283335085114,7,1,-2.599730968475342,3.1584205627441406,0.1708583215034,0.34678793819754,0.644762617456446,1.103564318130228,-9.65774233918637e-05,0.02680826000869274,0,0,0
44,1241.350239413796,2013-08-01 17:12:47,510.24422392088064,7,1,-2.5999112129211426,3.156801223754883,0.1708583215034,0.368474967841086,0.644762617456446,1.17204509966365,-6.455094262491912e-05,0.02680826000869274,0,0,0
45,1271.3649258744383,2013-08-01 17:13:17,540.2589103564612,7,1,-2.599730968475342,3.155343770980835,0.1708583215034,0.390139421546293,0.644762617456446,1.240420360047138,-3.217647463316098e-05,0.02680826000869274,0,0,0
46,1301.36518232255,2013-08-01 17:13:47,570.2591668145977,7,1,-2.599550724029541,3.153724431991577,0.1708583215034,0.411815174558761,0.644762617456446,1.308798471268216,-6.440065772039816e-05,0.02680826000869274,0,0,0
47,1331.3805193220296,2013-08-01 17:14:17,600.2745038090648,7,1,-2.599730968475342,3.1522669792175293,0.1708583215034,0.43349093032113,0.644762617456446,1.377144281797668,-6.439986464101821e-05,0.02680826000869274,0,0,0
48,1361.3957754559,2013-08-01 17:14:47,630.2897599579727,7,1,-2.5999112129211426,3.1508097648620605,0.1708583215034,0.455166620598778,0.644762617456446,1.44545825181635,-6.45524196443148e-05,0.02680826000869274,0,0,0
49,1391.4109592102138,2013-08-01 17:15:17,660.3049437824603,7,1,-2.599730968475342,3.1493523120880127,0.1708583215034,0.476842171483546,0.644762617456446,1.513738199314214,-3.21758197969757e-05,0.02680826000869274,0,0,0
50,1421.4257436138305,2013-08-01 17:15:47,690.3197280958531,7,1,-2.599730968475342,3.148056745529175,0.1708583215034,0.498506619284358,0.644762617456446,1.581952082494058,0.0,0.02680826000869274,0,0,0
51,1451.4260075755817,2013-08-01 17:16:17,720.3199921578531,7,1,-2.599730968475342,3.146437406539917,0.1708583215034,0.520182293674338,0.644762617456446,1.650169002210906,-3.2275875128107145e-05,0.02680826000869274,0,0,0
52,1481.4412725563996,2013-08-01 17:16:47,750.3352570434347,7,1,-2.599730968475342,3.144818067550659,0.1708583215034,0.54185790552472,0.644762617456446,1.718353172573114,-6.440051947720349e-05,0.02680826000869274,0,0,0
53,1511.456534594918,2013-08-01 17:17:17,780.3505190769408,7,1,-2.599730968475342,3.1433606147766113,0.1708583215034,0.563533573103483,0.644762617456446,1.786504459098894,-3.222427039872855e-05,0.02680826000869274,0,0,0
54,1541.4719066964776,2013-08-01 17:17:48,810.3658911985502,7,1,-2.599730968475342,3.1417412757873535,0.1708583215034,0.585209287392267,0.644762617456446,1.854621506791969,-3.232283779652789e-05,0.02680826000869274,0,0,0
55,1571.4865621953113,2013-08-01 17:18:18,840.3805466723218,7,1,-2.599550724029541,3.1402840614318848,0.1708583215034,0.606873654740653,0.644762617456446,1.922667771102104,-3.217652192688547e-05,0.02680826000869274,0,0,0
56,1601.5024261119509,2013-08-01 17:18:48,870.3964106892098,7,1,-2.599730968475342,3.138340711593628,0.1708583215034,0.62856056790409,0.644762617456446,1.990748400673522,-6.459973519667983e-05,0.02680826000869274,0,0,0
57,1631.5172211820284,2013-08-01 17:19:18,900.4112056590387,7,1,-2.5999112129211426,3.13655948638916,0.1708583215034,0.650224954284991,0.644762617456446,2.058720812617039,-6.43532257527113e-05,0.02680826000869274,0,0,0
58,1661.5331035544525,2013-08-01 17:19:48,930.4270881317113,7,1,-2.599730968475342,3.1347782611846924,0.1708583215034,0.67191200391301,0.644762617456446,2.126725393422092,-6.455162656493485e-05,0.02680826000869274,0,0,0
59,1691.5481556772183,2013-08-01 17:20:18,960.4421402795397,7,1,-2.599730968475342,3.1328349113464355,0.1708583215034,0.693587524602317,0.644762617456446,2.194653866242499,-9.68824970186688e-05,0.02680826000869274,0,0,0
