Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,30.000346219867673,2013-12-13 12:30:15,30.00034680632027,1,1,0.0,3.295254707336426,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2,60.01527301469795,2013-12-13 12:30:45,60.015273581100885,1,1,0.0,3.2954165935516357,0.0,0.0,0.0,0.0,3.237724376958795e-05,0.0,0,0,0
3,90.03126475881068,2013-12-13 12:31:15,30.015579421335925,2,1,2.599924325942993,3.5159707069396973,0.021676294616672,0.0,0.075433360674489,0.0,0.0015545844798907638,0.0,0,0,0
4,120.0467385685548,2013-12-13 12:31:45,60.03105314085658,2,1,2.5997440814971924,3.5674657821655273,0.043352211326618,0.0,0.152174717587734,0.0,0.0019693542271852493,0.0,0,0,0
5,150.0616194847472,2013-12-13 12:32:15,90.04593414226005,2,1,2.5997440814971924,3.650052070617676,0.065016348565148,0.0,0.230275358487324,0.0,0.003367784433066845,0.0,0,0,0
6,180.0761805436778,2013-12-13 12:32:45,120.06049490545814,2,1,2.5997440814971924,3.7821900844573975,0.086690636821996,0.0,0.310720025503681,0.0,0.005165770184248686,0.0,0,0,0
7,210.0915879639804,2013-12-13 12:33:15,150.0759023107235,2,1,2.5997440814971924,3.965985059738159,0.108376916422676,0.0,0.394635603697491,0.0,0.006898321211338043,0.0,0,0,0
8,227.04437739433865,2013-12-13 12:33:32,167.0286916558707,2,1,2.5997440814971924,4.100066661834717,0.120619164795901,0.0,0.443979997381277,0.0,0.008491162210702896,0.0,0,0,0
9,257.0596205645437,2013-12-13 12:34:03,30.015043117953702,3,1,1.2886959314346313,4.099418640136719,0.135533736565471,0.0,0.505123400062038,0.0,0.0,0.0,0,0,0
10,287.07480666164577,2013-12-13 12:34:33,60.03022915490676,3,1,0.7748069763183594,4.099580764770508,0.143880145565405,0.0,0.539340095505039,0.0,-3.23295607813634e-05,0.0,0,0,0
11,317.0899561831529,2013-12-13 12:35:03,90.04537866137665,3,1,0.5099287033081055,4.099580764770508,0.149123864471559,0.0,0.560837379892256,0.0,-3.212959200027399e-05,0.0,0,0,0
12,347.0905770883951,2013-12-13 12:35:33,120.04599990245067,3,1,0.360089510679245,4.099580764770508,0.152696483009806,0.0,0.575483913123191,0.0,0.0,0.0,0,0,0
13,377.10486446443423,2013-12-13 12:36:03,150.06028705293113,3,1,0.26903197169303894,4.099742412567139,0.155290240982704,0.0,0.586117478125954,0.0,6.455407128669322e-05,0.0,0,0,0
14,407.12001744450794,2013-12-13 12:36:33,180.07544001796757,3,1,0.20826683938503265,4.099742412567139,0.157262035121225,0.0,0.594201178378541,0.0,0.0,0.0,0,0,0
15,437.1350231548057,2013-12-13 12:37:03,210.09044564806675,3,1,0.1658935397863388,4.099742412567139,0.158812515337301,0.0,0.600557655591016,0.0,0.0,0.0,0,0,0
16,467.1500615260021,2013-12-13 12:37:33,240.1054840242755,3,1,0.13506020605564117,4.099580764770508,0.160062781009855,0.0,0.605683350856085,0.0,-3.212955562048592e-05,0.0,0,0,0
17,497.1502666513896,2013-12-13 12:38:03,270.1056894403831,3,1,0.11234089732170105,4.099580764770508,0.161090778289652,0.0,0.609897822471988,0.0,0.0,0.0,0,0,0
18,527.1656627486459,2013-12-13 12:38:33,300.1210855276146,3,1,0.09467032551765442,4.099742412567139,0.161950660150882,0.0,0.613423078081608,0.0,3.23295607813634e-05,0.0,0,0,0
19,557.1806974407293,2013-12-13 12:39:03,330.13612026480973,3,1,0.0804256796836853,4.099580764770508,0.162679742058511,0.0,0.616412099930917,0.0,-3.23295607813634e-05,0.0,0,0,0
20,558.5400753352064,2013-12-13 12:39:04,331.4954982444979,3,1,0.07988474518060684,4.099580764770508,0.162710128279293,0.0,0.616536674565923,0.0,0.0,0.0,0,0,0
21,588.553861682158,2013-12-13 12:39:34,30.013392293989728,4,1,0.0,4.009383201599121,0.162710128279293,0.0,0.616536674565923,0.0,-0.002518384950235486,0.0,0,0,0
22,618.5538719649353,2013-12-13 12:40:04,60.01340257676707,4,1,0.0,3.9444479942321777,0.162710128279293,0.0,0.616536674565923,0.0,-0.0019372347742319107,0.0,0,0,0
23,648.5690368595203,2013-12-13 12:40:34,90.02856760167492,4,1,0.0,3.8916573524475098,0.162710128279293,0.0,0.616536674565923,0.0,-0.001425027847290039,0.0,0,0,0
24,678.5529286831141,2013-12-13 12:41:04,120.01245981623714,4,1,0.0,3.847773313522339,0.162710128279293,0.0,0.616536674565923,0.0,-0.0011659145820885897,0.0,0,0,0
25,678.5844670092639,2013-12-13 12:41:04,0.031117530729962,5,1,-0.00017375434981659055,3.847773313522339,0.162710128279293,1.892185e-09,0.616536674565923,7.280699e-09,0.0,0.027633128687739372,0,0,0
26,708.5997556617106,2013-12-13 12:41:34,30.014998783139777,6,1,0.0,3.810366630554199,0.162710128279293,1.892185e-09,0.616536674565923,7.280699e-09,-0.0009716033819131553,0.027633128687739372,0,0,0
27,738.5993112332029,2013-12-13 12:42:04,60.01455437969432,6,1,0.0,3.778465747833252,0.162710128279293,1.892185e-09,0.616536674565923,7.280699e-09,-0.0008096694946289062,0.027633128687739372,0,0,0
28,768.6148210244525,2013-12-13 12:42:35,30.015086044278902,7,1,-2.599550724029541,3.191455125808716,0.162710128279293,0.021675818501424,0.616536674565923,0.070463801737309,-0.0010039806365966797,0.027633128687739372,0,0,0
29,798.629736937329,2013-12-13 12:43:05,60.030001952143,7,1,-2.5999112129211426,3.173156499862671,0.162710128279293,0.043351647752336,0.616536674565923,0.139403699999022,-0.0003238678036723286,0.027633128687739372,0,0,0
30,828.6451188845366,2013-12-13 12:43:35,90.04538392441277,7,1,-2.599730968475342,3.165545701980591,0.162710128279293,0.065027858228791,0.616536674565923,0.208093641189112,-0.0001619339018361643,0.027633128687739372,0,0,0
31,858.6602009539703,2013-12-13 12:44:05,120.0604659687842,7,1,-2.599550724029541,3.1608495712280273,0.162710128279293,0.086703896949156,0.616536674565923,0.276654998144302,-9.71794142969884e-05,0.027633128687739372,0,0,0
