Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,30.000401797171413,2011-01-03 10:38:25,30.00040249390789,1,1,0.0,4.11874532699585,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2,60.01566189078935,2011-01-03 10:38:55,60.01566246221351,1,1,0.0,4.11874532699585,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3,90.03074684290077,2011-01-03 10:39:25,90.03074741432494,1,1,0.0,4.1189069747924805,0.0,0.0,0.0,0.0,3.23295607813634e-05,0.0,0,0,0
4,120.01429993290972,2011-01-03 10:39:55,120.01430050433387,1,1,0.0,4.11874532699585,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5,137.90577740942396,2011-01-03 10:40:13,17.89098460856288,2,1,0.5498448610305786,4.2000651359558105,0.002732001986872,0.0,0.011452396877453,0.0,0.0006480216979980469,0.0,0,0,0
6,167.9217056570967,2011-01-03 10:40:43,30.015484763564576,3,1,0.0,4.128302574157715,0.002732001986872,0.0,0.011452396877453,0.0,-0.00012960433377884328,0.0,0,0,0
7,197.93669113629105,2011-01-03 10:41:13,60.03047025278386,3,1,0.0,4.125872611999512,0.002732001986872,0.0,0.011452396877453,0.0,-3.24249267578125e-05,0.0,0,0,0
8,227.95194813218848,2011-01-03 10:41:43,90.04572724868133,3,1,0.0,4.124577045440674,0.002732001986872,0.0,0.011452396877453,0.0,-3.23295607813634e-05,0.0,0,0,0
9,257.9203285271729,2011-01-03 10:42:13,120.01410763364078,3,1,0.0,4.123766899108887,0.002732001986872,0.0,0.011452396877453,0.0,-3.24249267578125e-05,0.0,0,0,0
10,257.9207922183799,2011-01-03 10:42:13,2.626546161e-06,4,1,0.6857050657272339,4.1999030113220215,0.00273200248716,0.0,0.011452398978613,0.0,0.0,0.0,0,0,0
11,259.7801434437416,2011-01-03 10:42:15,1.859353861932817,4,1,0.6356797218322754,4.1999030113220215,0.003069633186577,0.0,0.012870417135366,0.0,0.0,0.0,0,0,0
12,264.0632917171307,2011-01-03 10:42:20,6.142502140334372,4,1,0.58547443151474,4.1999030113220215,0.003793845547055,0.0,0.015912023285324,0.0,3.24249267578125e-05,0.0,0,0,0
13,270.6257950145797,2011-01-03 10:42:26,12.705005528008266,4,1,0.5352690815925598,4.1999030113220215,0.004812812278248,0.0,0.02019154544971,0.0,0.0,0.0,0,0,0
14,280.0923828993849,2011-01-03 10:42:36,22.17159331757611,4,1,0.4852437376976013,4.199740886688232,0.006151071129367,0.0,0.025812065274055,0.0,-3.24249267578125e-05,0.0,0,0,0
15,294.3754156267207,2011-01-03 10:42:50,36.454626170224245,4,1,0.4352183938026428,4.1999030113220215,0.007970681078145,0.0,0.03345422797308,0.0,0.0,0.0,0,0,0
16,318.12514177188257,2011-01-03 10:43:14,60.20435219007373,4,1,0.3851930499076843,4.1999030113220215,0.010662236917183,0.0,0.044758493518774,0.0,0.0,0.0,0,0,0
17,362.187463570442,2011-01-03 10:43:58,104.26667410893305,4,1,0.33516767621040344,4.199740886688232,0.015039990638162,0.0,0.063144628405659,0.0,-3.24249267578125e-05,0.0,0,0,0
18,441.2153796235282,2011-01-03 10:45:17,183.29459004171937,4,1,0.28514233231544495,4.1999030113220215,0.021809415578214,0.0,0.091575628029222,0.0,0.0,0.0,0,0,0
19,557.3100489459163,2011-01-03 10:47:13,299.3892594042074,4,1,0.23511697351932526,4.1999030113220215,0.030160083048058,0.0,0.126647822624793,0.0,0.0,0.0,0,0,0
