Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,30.003186951760725,2010-10-04 14:14:51,30.003187613407206,1,1,0.0,4.071119785308838,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2,60.01529384044141,2010-10-04 14:15:21,60.01529443692573,1,1,0.0,4.071119785308838,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3,90.03008258782432,2010-10-04 14:15:51,90.03008318430865,1,1,0.0,4.070957660675049,0.0,0.0,0.0,0.0,-3.24249267578125e-05,0.0,0,0,0
4,120.01371649759209,2010-10-04 14:16:21,120.01371706901404,1,1,0.0,4.071119785308838,0.0,0.0,0.0,0.0,3.24249267578125e-05,0.0,0,0,0
5,150.0149204713641,2010-10-04 14:16:51,30.000722859963066,2,1,0.5500248074531555,4.161835193634033,0.004583000932672,0.0,0.019029083016073,0.0,0.0004212379571981728,0.0,0,0,0
6,180.0287258967881,2010-10-04 14:17:21,60.01452826032473,2,1,0.5498448610305786,4.1726884841918945,0.009167978328669,0.0,0.038138025723512,0.0,0.00019445418729446828,0.0,0,0,0
7,210.0435932698279,2010-10-04 14:17:51,90.02939563336456,2,1,0.5500248074531555,4.180140018463135,0.013753396737008,0.0,0.057289831297513,0.0,0.00016202926053665578,0.0,0,0,0
8,240.05862006458256,2010-10-04 14:18:21,120.0444224281192,2,1,0.5500248074531555,4.18580961227417,0.018338849686745,0.0,0.076471072698357,0.0,0.0001619339018361643,0.0,0,0,0
9,270.0739012874718,2010-10-04 14:18:51,150.059703550759,2,1,0.5500248074531555,4.190669536590576,0.022924353584471,0.0,0.095676368596149,0.0,0.00012960433377884328,0.0,0,0,0
10,300.0889043932774,2010-10-04 14:19:21,180.07470665155213,2,1,0.5500248074531555,4.195043087005615,0.027509804474296,0.0,0.114902546056355,0.0,9.71794142969884e-05,0.0,0,0,0
11,330.10393317297155,2010-10-04 14:19:51,210.08973543625868,2,1,0.5498448610305786,4.199254989624023,0.03209530802933,0.0,0.134148575178937,0.0,0.00012960433377884328,0.0,0,0,0
12,334.9319382880078,2010-10-04 14:19:56,214.91774055129497,2,1,0.5500248074531555,4.2000651359558105,0.032832891797096,0.0,0.137246086304205,0.0,0.00012960433377884328,0.0,0,0,0
13,364.9474272211056,2010-10-04 14:20:26,30.015104392854525,3,1,0.0,4.1163153648376465,0.032832891797096,0.0,0.137246086304205,0.0,-0.0002915382501669228,0.0,0,0,0
14,394.9623416261828,2010-10-04 14:20:56,60.03001879793178,3,1,0.0,4.109187602996826,0.032832891797096,0.0,0.137246086304205,0.0,-0.00012960433377884328,0.0,0,0,0
15,424.97750426899006,2010-10-04 14:21:26,90.04518145577649,3,1,0.0,4.105137825012207,0.032832891797096,0.0,0.137246086304205,0.0,-0.00016202926053665578,0.0,0,0,0
16,454.9456199171608,2010-10-04 14:21:56,120.01329710394712,3,1,0.0,4.103518009185791,0.032832891797096,0.0,0.137246086304205,0.0,-3.24249267578125e-05,0.0,0,0,0
17,454.9460867981102,2010-10-04 14:21:56,2.53129904e-06,4,1,0.8402798175811768,4.2000651359558105,0.032832892387929,0.0,0.137246088785743,0.0,0.0,0.0,0,0,0
18,456.2898121319216,2010-10-04 14:21:58,1.343727880147907,4,1,0.7902544736862183,4.200226783752441,0.033133418596653,0.0,0.138508356057994,0.0,3.23295607813634e-05,0.0,0,0,0
19,460.2272022908942,2010-10-04 14:22:02,5.281118039120426,4,1,0.739689290523529,4.200226783752441,0.033967843936051,0.0,0.142013076028318,0.0,0.0,0.0,0,0,0
20,466.1490999354172,2010-10-04 14:22:08,11.203015683643528,4,1,0.6896638870239258,4.200226783752441,0.035141290833351,0.0,0.14694177368299,0.0,0.0,0.0,0,0,0
