Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,30.01557386208093,2013-10-21 13:16:03,30.015574468585527,1,1,0.0,3.326669931411743,0.0,0.0,0.0,0.0,-3.217811536160298e-05,0.0,0,0,0
2,60.015218126506134,2013-10-21 13:16:33,60.01521870794857,1,1,0.0,3.326831817626953,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3,90.03103977547862,2013-10-21 13:17:03,30.0153734248424,2,1,2.599924325942993,3.6434128284454346,0.021676519390325,0.0,0.077028685290276,0.0,0.005889937747269869,0.0,0,0,0
4,120.04611861953408,2013-10-21 13:17:33,60.0304522338108,2,1,2.5997440814971924,4.039341449737549,0.043341411664139,0.0,0.159458651882243,0.0,0.01902262307703495,0.0,0,0,0
5,122.95237142707587,2013-10-21 13:17:36,62.93670505137746,2,1,2.5995638370513916,4.100552082061768,0.045451439976174,0.0,0.168045193826179,0.0,0.02037278562784195,0.0,0,0,0
6,152.96806925776468,2013-10-21 13:18:06,30.01532595708585,3,1,0.5643829107284546,4.099580764770508,0.054892807030551,0.0,0.206750996383948,0.0,0.0,0.0,0,0,0
7,182.98325265619536,2013-10-21 13:18:37,60.03050935551657,3,1,0.27353978157043457,4.099580764770508,0.058134558596415,0.0,0.220040885650977,0.0,0.0,0.0,0,0,0
8,212.99826624336356,2013-10-21 13:19:07,90.04552294268474,3,1,0.17148320376873016,4.099580764770508,0.059908250977247,0.0,0.227312310722189,0.0,-3.2230669603450224e-05,0.0,0,0,0
9,243.01373105992772,2013-10-21 13:19:37,120.06098774922404,3,1,0.12009430676698685,4.099580764770508,0.061119280964931,0.0,0.232277042395609,0.0,-3.232847302570008e-05,0.0,0,0,0
10,273.029146859893,2013-10-21 13:20:07,150.07640365445047,3,1,0.09106408804655075,4.099580764770508,0.061990665685783,0.0,0.235849368503983,0.0,0.0,0.0,0,0,0
