Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,30.000339038919776,2013-07-08 15:03:27,30.000339409841377,1,1,0.0,3.303513288497925,0.0,0.0,0.0,0.0,-3.24249267578125e-05,0.0,0,0,0
2,60.000513328500816,2013-07-08 15:03:57,60.00051392498284,1,1,0.0,3.303675413131714,0.0,0.0,0.0,0.0,3.24249267578125e-05,0.0,0,0,0
3,90.01640062248946,2013-07-08 15:04:27,30.015569590983752,2,1,2.599924325942993,3.4955670833587646,0.021677122531277,0.0,0.075062222077246,0.0,0.0010039806365966797,0.0,0,0,0
4,120.0318164815084,2013-07-08 15:04:57,60.030985475064966,2,1,2.600104808807373,3.516294479370117,0.043354064161556,0.0,0.151083737567421,0.0,0.00045337676419876516,0.0,0,0,0
5,150.04723273149875,2013-07-08 15:05:27,90.04640170500551,2,1,2.599924325942993,3.5310306549072266,0.065031027348216,0.0,0.227467783211351,0.0,0.000388669956009835,0.0,0,0,0
6,180.06268061007398,2013-07-08 15:05:57,120.06184958358074,2,1,2.5997440814971924,3.5473859310150146,0.086707341739937,0.0,0.304180462937549,0.0,0.00048580169095657766,0.0,0,0,0
7,210.07809689515153,2013-07-08 15:06:27,150.07726585863338,2,1,2.5995638370513916,3.569570779800415,0.108383593146098,0.0,0.381304532493558,0.0,0.0007448673131875694,0.0,0,0,0
8,240.0935134158144,2013-07-08 15:06:57,180.09268250962006,2,1,2.5997440814971924,3.6022815704345703,0.130059804159837,0.0,0.459012461540325,0.0,0.0011335372691974044,0.0,0,0,0
9,270.10895754006157,2013-07-08 15:07:27,210.1081265286057,2,1,2.5997440814971924,3.6519951820373535,0.151736076703748,0.0,0.537601748060549,0.0,0.0017164706951007247,0.0,0,0,0
10,300.12447059557644,2013-07-08 15:07:57,240.12363970943187,2,1,2.599924325942993,3.7203314304351807,0.173412423188864,0.0,0.61747456636929,0.0,0.0022346973419189453,0.0,0,0,0
11,330.1392647097987,2013-07-08 15:08:28,270.13843370335525,2,1,2.599924325942993,3.804375171661377,0.195077482155337,0.0,0.698959579510067,0.0,0.002688121749088168,0.0,0,0,0
12,360.1552755671597,2013-07-08 15:08:58,300.1544446659778,2,1,2.5997440814971924,3.908984422683716,0.216765896269569,0.0,0.78255947378971,0.0,0.0034329891204833984,0.0,0,0,0
13,390.17058003942543,2013-07-08 15:09:28,330.16974904300685,2,1,2.599924325942993,4.054886817932129,0.238443011476318,0.0,0.868780319744223,0.0,0.0050522806122899055,0.0,0,0,0
14,397.56130710359247,2013-07-08 15:09:35,337.5604761222113,2,1,2.5997440814971924,4.100066661834717,0.24378061535438,0.0,0.890541619890233,0.0,0.005570602603256702,0.0,0,0,0
15,427.57681252616936,2013-07-08 15:10:05,30.01510988378818,3,1,1.427175521850586,4.099904537200928,0.259554806969075,0.0,0.955212541136105,0.0,6.435050454456359e-05,0.0,0,0,0
16,457.5919560485365,2013-07-08 15:10:35,60.0302532958813,3,1,0.9004843831062317,4.099904537200928,0.269024426981082,0.0,0.994036076205883,0.0,3.24249267578125e-05,0.0,0,0,0
17,487.60769185249546,2013-07-08 15:11:05,90.04598920510192,3,1,0.6110836863517761,4.099742412567139,0.275216729902147,0.0,1.019423313243586,0.0,0.0,0.0,0,0,0
18,517.6230778172387,2013-07-08 15:11:35,120.06137506458354,3,1,0.4378039538860321,4.099742412567139,0.279533158391435,0.0,1.037119833105509,0.0,0.0,0.0,0,0,0
19,547.6384912051178,2013-07-08 15:12:05,150.0767884524627,3,1,0.3263711631298065,4.099904537200928,0.282687381007665,0.0,1.050051517337654,0.0,0.0,0.0,0,0,0
